ASIN,Manufacturer,Name,Price,Product_description,Product_url,Rating,Reviews
,,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,459,,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BYW5SH4L/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-151,4.3 out of 5 stars,17
DAHSHA Enterprise,Men,DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),695, ,https://www.amazon.in/DAHSHA-Bag-Business-Messenger-Shoulder/dp/B07GCLJTZF/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-157,3.9 out of 5 stars,475
 B08K7PCPJV ,"
                ‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039 ",Wesley Zenith 16 inch Anti-Theft Backpack with USB Charging Executive Business Office Casual Waterproof Laptop/Office/School/College/Business Bag/Travel Backpack,799,"GREAT GIFT CHOICE The great graduation gifts for college students, high school students, and middle school students Practical gifts ideas for men and women as Valentine's Day Gifts/Anniversary gifts Special day gift for him or her, for your husband / wife / lover / son / daughter / father/mother/friends as Thanks giving Day gifts, Christmas gifts, Birthday gifts for men women As Everyday backpack, Work backpack, Study bookbag, Xl backpack, Business laptop backpack for men women adult teens or daily use at anywhere. How does the Travel Laptop Backpack [Fit 16 Inch Laptop] with multi functional pockets make the stuff organized ? Padded Laptop Compartment: TSA-friendly designed, shockproof padded sleeve compartment fits laptop up to 16 inch * Main Compartment: clothes, travel accessories, books, binders, tech electronic accessories, shoes,etc * Front Easy Access Zippered pockets[ includes divider small pockets ] * Side adjustable net pockets for your compact umbrella and small accessories like bus traffic card * Water bottle pockets: Two mesh pockets on each side fit bottle * Exterior usb port * Top headphone hole. AIRFLOW BACK and LUGGAGE DESIGN With Back U-shaped three-dimensional ventilation design help for the air convection, ventilation, and heat elimination. A luggage strap allows this travel backpack hook to luggage/suitcase. College School Backpack Your Best Choice for the SCHOOL GRADUATION GIFTS and BACK TO SCHOOL supplies. It can be served as a high school backpack for men women, xl backpacks, college bookbags backpack or high school student backpack bag. Spacious Compartment could make your school supplies tidy and organized [ like a laptop, Book, folder, Pencil case, pocketbook, keyboard, mouse and phone charger cable, etc Travel Backpack Perfect for occasional international Travel / Weekend short trip getaways / Airplane travel / Outdoor Hiking Camping Backpack for men women / overnight backpack with the large capacity USB charging backpack",https://www.amazon.in/Wesley-Anti-Theft-backpack-Executive-Waterproof/dp/B08K7PCPJV/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-153,4.0 out of 5 stars,88
 B084MS8LTW ,"
                ‎White & Black ",Amazon Brand - Solimo Rectangular Rexine Jumbo Underbed Storage Bag with Zipper and Handle- 18.9 x 23.62 x 14.17 Inches (Black and White),339, The product is made from durable and sturdy parachute material. The zippers have undergone 5000 testing cycles to ensure quality standards and durability. ,https://www.amazon.in/Amazon-Brand-Solimo-Underbed-Storage/dp/B084MS8LTW/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-154,4.2 out of 5 stars,"1,138"
1908,16 x 32 x 50 Centimeters,"Red Lemon Titan Ultrafit Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women 45L&35L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack","3,597",,https://www.amazon.in/Red-Lemon-15-6-inch-Backpacks-Travelling/dp/B0CGZLZRNZ/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-158,4.3 out of 5 stars,329
Sfane,Unisex,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",309,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-150,4.2 out of 5 stars,"1,340"
 B0C6QTMYFG ,"
                ‎Zebronics India Private Limited, Zebronics India Private Limited ","Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",498,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-148,3.6 out of 5 stars,11
 B0BX9R766K ,"
                ‎EUME Lifestyle Pvt Ltd, Customer Care Email : customercare@eumeworld.com, Customer Care Contact : 9321366003 ",EUME Delhi Capitals 19 Ltrs Drawstring Backpack with 1 Compartment Men & Women Fit Up to 13.3 inch Laptop Blue Color,199,"EUME IPL Team Drawstring Backpack. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior Polyester fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well",https://www.amazon.in/EUME-Capitals-Drawstring-Backpack-Compartment/dp/B0BX9R766K/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-149,4.1 out of 5 stars,17
B08BTD8YZP,"PUMA, PUMA SPORTS INDIA PVT LTD",PUMA Casual Backpack IND II Black-CASTLEROCK,"1,019"," With a stylish make that is sure to turn heads, the bag is your perfect companion for an active lifestyle. ",https://www.amazon.in/PUMA-Casual-Backpack-IND-Black-CASTLEROCK/dp/B08BTD8YZP/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-147,4.1 out of 5 stars,279
B0BGSJNT9M,"SAMSONITE SOUTH ASIA PVT. LTD, Samsonite South Asia Pvt. Ltd., Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403",American Tourister Georgia 69 cms Medium Check-in Polycarbonate Hard-Sided 4 Spinner Wheels Luggage/Suitcase/Trolley Bag (Forest Green),"3,199","The fashion conscious and on-trend American Tourister patron prefers to step-out in style no matter the occasion. Like all products from the brand, our luggage bags meet the highest quality standards for which American Tourister is known. This attention to detail is reflected in the positive feedback from our customers in 100+ countries. Want to make a statement as well as spruce up your fashion? Look no further than our latest collection Georgia Spinner. A premium Polycarbonate luggage in rich colours - such that will make even the A-listers turn their heads! This Spinner allows you that extra packing space to accommodate your last-minute shopping. 3 Digit combination lock and different colours bring a rich look to the bag.",https://www.amazon.in/American-Tourister-Georgia-Spinner-Polycarbonate/dp/B0BGSJNT9M/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-195,4.0 out of 5 stars,"3,603"
B07YYG5G31,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006","1,567"," Looking for a a backpack that suits you is almost as important as having a shoes that suits perfectly on you. Your backpack is like a companion throughout your trek. It’s either going to make your trek a pleasurable one or is going to be a burden to you. To make your selection more efficient and keeping in mind all your requirement TRAWOC present 60 later adventure rucksack that is made of lightweight material, has plenty of spacious inner compartment with built in laptop sleeves and many more features. ",https://www.amazon.in/TRAWOC-60LTravel-Backpack-Trekking-Rucksack/dp/B07YYG5G31/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-152,4.3 out of 5 stars,"1,445"
B0C5T56YNY,"Rionto, Rionto Innovations, Madhapur, Hyderabad, Customer Support: +91 95422 95514","RIONTO Messenger Bag - Laptop Bag for Men, PU Leather Expandable Office Bag for Men | Supports Laptop Upto 15.6 inches (Tan)","1,070","
                                                                  ",https://www.amazon.in/RIONTO-Messenger-Bag-Expandable-Supports/dp/B0C5T56YNY/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-196,4.6 out of 5 stars,189
B0BTJ3WTMV,"Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga, Gulshan Colony, Kolkata 700100",Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Black),"1,095",Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality,https://www.amazon.in/Gear-DOUBLE-DECKER-Resistant-Backpack/dp/B0BTJ3WTMV/ref=sr_1_194?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-194,3.9 out of 5 stars,46
B08LBLKYRY,"Harissons Bags Pvt Ltd, Harissons Bags Pvt Ltd, Mumbai MH, Wadala (E) Mob. 070456 98257","HARISSONS Speckle 36L Laptop Backpack for Men & Women | Ideal School Bag with Easy Access Pockets & Handy Pouch | Water Repellent 15.6"" Office Backpack with a Detailed Organizer","1,889"," Harissons, established in 1959, is India's pioneer in the travel gear and luggage space. With a rich history of innovation and a commitment to excellence, we're confident that our F.I.R.E. (Functional. Innovative. Reliable. Ergonomic.) products will continue to set the standard for the industry for many years to come. So whether you're commuting to work, travelling the world, or just looking for a reliable storage solution, we've got you covered. ",https://www.amazon.in/HARISSONS-Backpack-Black-Grey-Repellent-Organizer/dp/B08LBLKYRY/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-179,4.3 out of 5 stars,433
B08BTD8YZP,"PUMA, PUMA SPORTS INDIA PVT LTD",PUMA Casual Backpack IND II Black-CASTLEROCK,"1,019"," With a stylish make that is sure to turn heads, the bag is your perfect companion for an active lifestyle. ",https://www.amazon.in/PUMA-Casual-Backpack-IND-Black-CASTLEROCK/dp/B08BTD8YZP/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-177,4.1 out of 5 stars,279
B09413KB4K,Handcuffs,Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),"1,186",Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing ,https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-178,4.2 out of 5 stars,555
B09XLKF4W4,Fast Travel,Fast Travel School Bag Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Backpack Unisex,620,"Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm",https://www.amazon.in/Fast-Travel-partition-Collage-Backpack/dp/B09XLKF4W4/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-176,4.0 out of 5 stars,"1,177"
B0BS6YGKMC,"Lookmuster, B-3/406 Agar nagar PremNagar-3rd Kirari suleman Nagar New Delhi-110086,Contact:9643638187.Lookmuster@gmail.com",LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,434," The Killer Louis backpack is a sleek, light bag with a young-at-heart design that's perfect for school or daily travel. Made for daily use, this bag is not oversized and is meant to carry your essentials. With its trendy looks and easy to organize design, this bag is cute and suave as well as useful, to help you complete your look. Quietly stylish and durable, it features multiple compartments to help organize your stuff. ",https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-175,4.0 out of 5 stars,59
B077S67FZP,"Brand Concepts Ltd, Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001",Tommy Hilfiger 31 cms Black Laptop Backpack (TH/BIKOL01ARD),"1,678","
                                                          ",https://www.amazon.in/Tommy-Hilfiger-Backpack-TH-BIKOL01ARD/dp/B077S67FZP/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-211,4.3 out of 5 stars,123
B0BGSJNT9M,"SAMSONITE SOUTH ASIA PVT. LTD, Samsonite South Asia Pvt. Ltd., Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403",American Tourister Georgia 69 cms Medium Check-in Polycarbonate Hard-Sided 4 Spinner Wheels Luggage/Suitcase/Trolley Bag (Forest Green),"3,199","The fashion conscious and on-trend American Tourister patron prefers to step-out in style no matter the occasion. Like all products from the brand, our luggage bags meet the highest quality standards for which American Tourister is known. This attention to detail is reflected in the positive feedback from our customers in 100+ countries. Want to make a statement as well as spruce up your fashion? Look no further than our latest collection Georgia Spinner. A premium Polycarbonate luggage in rich colours - such that will make even the A-listers turn their heads! This Spinner allows you that extra packing space to accommodate your last-minute shopping. 3 Digit combination lock and different colours bring a rich look to the bag.",https://www.amazon.in/American-Tourister-Georgia-Spinner-Polycarbonate/dp/B0BGSJNT9M/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-210,4.0 out of 5 stars,"3,603"
 B0C58VVFQT ,"
                ‎ALPHA DIGITAL CORP, ALPHA DIGITAL CORP, C-1,SARATHI CO-OPERATIVE HOUSING SOCIETY LIMITED, KHIRANAGAR, S.V. ROAD, SANTACRUZ WEST.MUMBAI 400054. INDIA ","Amazon Basics Camera Bag with Tripod Holder for Beginner and Professional Photographers, Waterproof Cover, Lightweight, Removable Dividers for All DSLR/SLR Cameras and Accessories",949," Carry your DSLR/SLR camera, lens, tripod, laptop, flashlight, and other accessories conveniently. ",https://www.amazon.in/Professional-Photographers-Waterproof-Lightweight-Accessories/dp/B0C58VVFQT/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-209,4.3 out of 5 stars,997
B097K6SPH7,"Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt Ltd 17G 46 3 1Flr 2Stage Yeshwantpur Bangalore560022 contact@fgear.in 9066161590",F Gear Colorado Navy Lmn yelw 39 Ltrs Laptop Backpack (3813),849,F Gear presents gigantic laptop backpack blends style and functionality. It comes with substantial capacity to accommodate your laptop and several other essentials with ease. This bag does way more than just look good. It provides extra protection for all your valuable devices. The dimensions of the bag are - 34 x 22 x 52 with a capacity of 39 L. To describe it briefly here are the following points: 1. This backpack is made of polyester fabric and is treated to make it water-resistant. 2. This backpack comes with 2-main zippered compartment with an inside sleeve compatible for laptop. 3. This backpack has a front compartment with an organizer. 4. This backpack comes with one zippered front pocket & one quick access mesh zippered. 5. This backpack is equipped with thick padding with anti-sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 6. Apart from this it has world’s best Japanese brand YKK zippers and sliders. 7. This backpack has two mesh pockets on both sides. 8. Comes with the F Gear promise of quality and durability.,https://www.amazon.in/Gear-Colorado-Navy-Laptop-Backpack/dp/B097K6SPH7/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-208,4.3 out of 5 stars,132
B078JNB821,"ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",ADISA women girls quilted checks crossbody box sling bag with gold chain,309,"Quilted sling bag with quilted flap to be closed with a gold colored twist lock. Its belt is a combo of metal chain as well as PU. This is one of the most stylish and popular design of sling bags, suitable for both young girls and women. Stylish sling perfect for parties and clubbing, or for casual daily use.",https://www.amazon.in/ADISA-SL5008-black-women-quilted/dp/B078JNB821/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-207,4.0 out of 5 stars,"3,411"
B08GJKNQ9F,430 g,lynx School Bag & Travel with 4 compartments 15.6 inch Laptop Bag/Backpack for Girls and Boys Trending Backpack for Men and Women (Black),419,"The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, this makes this product a suitable alternative to bulky and unsightly backpacks, the compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease This backpack is made of waterproof polymer material. Prevents damage of your belongings inside the bag during rain or sudden splashes Mode of durable doubt dot polyester fabric for stylish office use as well as for trendy college and school students, huge compartment size that can fit up to a 15.6 inch laptop with ease. This backpack is equipped with 3 full compartments to hold enough notebook, textbooks, and journal for your school/college or clothes and additional supplies for a day or two of travel. The front pocket has an internal organizer which provides easy access to your phone, chargers,stationary, keys or whatever you need on the go and still has ample space left your headphones, your personal diary or the novel you are currently hooked on it. Stylish and Durable Spacious Laptop Backpack for Travel with Capacity:25 L; Dimensions:W x H: 12 x 18 inch",https://www.amazon.in/lynx-School-compartments-Backpack-Trending/dp/B08GJKNQ9F/ref=sr_1_193?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-193,3.1 out of 5 stars,16
B08DV7YZL6,Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100,Gear Inspired Alive Moving 33L Large Water Resistant Travel Duffle Bag/Gym Bag/Sports Duffle for Men/Women (Blue),399,"Gear Inspired Alive Moving 34 Ltrs Blue Travel Duffle for gym, sports, training (DUFINDAVMVG05)",https://www.amazon.in/Gear-Inspired-Moving-training-DUFINDAVMVG05/dp/B08DV7YZL6/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-192,4.3 out of 5 stars,"1,339"
B082XY1XPC,"S22, EKTP Phase 3, Kasba Industrial Estate, Sector G, East Kolkata Twp, Kolkata, West Bengal 700107, Email- customercare@torerocorp.com","POLICE Iconic 15"" Briefcase-Black Stylishly Laptop Briefcase Bags for Men Women Designed for Office and Casual Wear (PT2752490_4-1)","2,279","Pump up your style quotient a notch higher as you step out carrying casual briefcase from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from genuine leather, this briefcase features a black colour along with the brand name in front. It also has multiple compartments with zippers along with a stylish design. This provides resistance from sweat along with ease of carrying the bag when you are on the move",https://www.amazon.in/POLICE-Iconic-15-Briefcase-Black-PT2752490_4-1/dp/B082XY1XPC/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-191,4.1 out of 5 stars,139
BG7213,19 x 16 x 33 Centimeters,Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"1,847"," Premium Quality , Affordable Rates ",https://www.amazon.in/Red-Lemon-Unisex-adult-Waterproof-Charging/dp/B09VGNTDRZ/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-189,4.2 out of 5 stars,105
B0B6CTQDR8,Designed by Mokobara Lifestyle Private Limited.,"MOKOBARA The Briefcase - 15.6"" Blue Laptop Messenger Bag for Men & Women","5,199"," Discover luggage, bags and premium travel accessories designed to elevate the joy of travel ",https://www.amazon.in/Mokobara-Briefcase-Resistant-Compartment-Messenger/dp/B0B6CTQDR8/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-190,4.4 out of 5 stars,346
HOBO-01,33 x 33 x 5.1 Centimeters,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,320," Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - a versatile and stylish accessory designed to elevate your everyday look. Crafted with a perfect blend of vintage charm and contemporary functionality, this bag is the ultimate companion for the modern woman. This 1-piece accessory is an indispensable addition to your fashion collection, making you stand out with its retro charm and impeccable functionality. ",https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWKDG6R/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-186,3.8 out of 5 stars,"1,859"
,,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,699,,https://www.amazon.in/Martucci-Backpack-College-Reflective-Airport/dp/B0B7DVC3TL/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-202,4.0 out of 5 stars,"1,343"
,,Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),"1,519",,https://www.amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-201,4.3 out of 5 stars,701
Backpack International Pvt Ltd,unisex-adult,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,"
                                                                  ",https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-174,3.9 out of 5 stars,821
,,Wildcraft 45 Ltrs Black Rucksack (8903338073840) (Extra Large Size),"1,599",,https://www.amazon.in/Wildcraft-Ltrs-Black-Rucksack-8903338073840/dp/B01G5I8VDS/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-185,4.3 out of 5 stars,"1,096"
 B0B2PXNW6Z ,"
                ‎Dell, Dell ",(India) Dell EcoLoop Urban Backpack - Gray - CP4523G,"1,899"," Designed for organization and comfort, the Dell EcoLoop Urban Backpack 14-16 is built with the environment in mind and easily complements any lifestyle. ",https://www.amazon.in/India-Dell-EcoLoop-Urban-Backpack/dp/B0B2PXNW6Z/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-170,3.8 out of 5 stars,15
 B07SWD51BV ,"
                ‎0.09 Kilograms ",Kuber Industries Silk Embroidered Women Potli Bag (Cream) -CTKTC8803,265,,https://www.amazon.in/Kuber-Industries-Embroidered-Women-CTKTC8803/dp/B07SWD51BV/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-173,3.8 out of 5 stars,108
,,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,,https://www.amazon.in/MEDLER-Nylon-Expandable-Duffel-Trolley/dp/B07MWD4D4W/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-183,3.5 out of 5 stars,"26,279"
B0BNKZJ5W6,"muskaan creation, Stylbase India New Delhi","Stylbase 15 inches Kids 3D Cartoon Backpack - Lightweight, Waterproof, Adjustable Shoulder Straps, 3 Compartments, Bottle Holder - Perfect for School and Outdoor Adventures",469," Eye-catching 3D Cartoon Design: The backpack boasts a playful and vibrant 3D cartoon design that will instantly capture the hearts of children. Whether it's their favorite cartoon character or a cute animal, this backpack adds an element of fun to their everyday adventures. Lightweight and Comfortable: Made with lightweight materials, this backpack is easy for kids to carry around, even when filled with their school essentials. The adjustable shoulder straps ensure a comfortable fit for children of different sizes, reducing strain on their shoulders and back. ",https://www.amazon.in/Stylbase-Iron-man-Polyester-Character-Embossed/dp/B0BNKZJ5W6/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-169,4.0 out of 5 stars,213
 B09WZHX3B1 ,"
                ‎Texcoco Enterprises, 9958166528, Texcoco Enterprises, 9958166528 ","Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",440,                          ,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-168,3.9 out of 5 stars,787
Wildcraft,unisex-adult,Wildcraft Unisex-Adult 28 ltrs Laptop Bag Black,"1,399","The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days",https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054696/dp/B012D518O6/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-206,4.3 out of 5 stars,474
B07R6DRCZM,"Red Turks India, Red Turks India ,D-08, First Floor, M.R.Society, opp Raheja College.Relif Road, Santacruz (W) Mumbai no-400054. Tel : +91 9167 1484 25 , EMail : sandesh@redrootsindia.com, ecom@redrootsindia.com",Nelle Harper Women Handbag,679,"
                                                          ",https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Ligh/dp/B07R6DRCZM/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-205,4.0 out of 5 stars,"2,453"
BREGGABOG INDIA PRIVATE LIMITED,unisex-adult,M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),399,"
                                                                  ",https://www.amazon.in/MEDLER-Nylon-Expandable-Duffel-Trolley/dp/B07MWD4D4W/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-200,3.5 out of 5 stars,"26,279"
B07LBC7Z59,"Retail Studio, Retail studio, 461, Rz-55,Gali 4, chandan colony, IGNOU Main Rd, Saidulajab, New Delhi, Delhi 110069",Mammon Women's Tote Bag,209,"Enrich your look with this Tote Bag Mammon available on Amazon. Mammon offers handbags in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look.",https://www.amazon.in/Mammon-Womens-Handbag-plain-tan-35x35/dp/B07LBC7Z59/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1697642797&sprefix=ba%2Caps%2C283&sr=8-184,3.6 out of 5 stars,"2,790"
